Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
2026-07-27 13:06:57.486,-0.49,-0.77,0.28,-37.78,63.23,-41.08
2026-07-27 13:06:57.486,-0.53,-0.76,0.14,-40.04,79.83,-45.23
2026-07-27 13:06:57.545,-0.57,-0.69,-0.08,-36.19,94.91,-37.17
2026-07-27 13:06:57.545,-0.57,-0.69,-0.08,-36.19,94.91,-37.17
2026-07-27 13:06:57.604,-0.57,-0.54,-0.14,-41.63,106.75,-27.1
2026-07-27 13:06:57.605,-0.57,-0.54,-0.14,-41.63,106.75,-27.1
2026-07-27 13:06:57.605,-0.59,-0.44,0.09,-66.77,144.47,-21.0
2026-07-27 13:06:57.605,-0.59,-0.44,0.09,-66.77,144.47,-21.0
2026-07-27 13:06:57.670,-0.63,-0.56,0.44,-76.29,205.08,-8.06
2026-07-27 13:06:57.670,-0.58,-0.8,0.65,-28.02,241.15,6.53
2026-07-27 13:06:57.785,-0.58,-0.8,0.65,-28.02,241.15,6.53
2026-07-27 13:06:57.786,-0.49,-0.97,0.6,14.16,217.53,9.16
2026-07-27 13:06:57.786,-0.49,-0.97,0.6,14.16,217.53,9.16
2026-07-27 13:06:57.787,-0.43,-1.02,0.36,-33.75,135.5,4.58
2026-07-27 13:06:57.787,-0.43,-1.02,0.36,-33.75,135.5,4.58
2026-07-27 13:06:57.855,-0.48,-0.92,0.14,-128.72,41.08,1.95
2026-07-27 13:06:57.857,-0.67,-0.72,0.14,-167.11,-25.09,21.24
2026-07-27 13:06:57.857,-0.67,-0.72,0.14,-167.11,-25.09,21.24
2026-07-27 13:06:57.904,-0.89,-0.61,0.33,-95.76,-54.69,71.41
2026-07-27 13:06:57.905,-0.89,-0.61,0.33,-95.76,-54.69,71.41
2026-07-27 13:06:57.905,-0.97,-0.65,0.56,59.57,-57.86,125.73
2026-07-27 13:06:57.964,-0.97,-0.65,0.56,59.57,-57.86,125.73
2026-07-27 13:06:57.965,-0.85,-0.97,0.75,213.99,-43.95,146.42
2026-07-27 13:06:58.024,-0.63,-1.48,0.62,269.78,-24.72,92.65
2026-07-27 13:06:58.026,-0.63,-1.48,0.62,269.78,-24.72,92.65
2026-07-27 13:06:58.026,-0.52,-1.36,0.3,214.97,-0.37,-67.2
2026-07-27 13:06:58.084,-0.52,-1.36,0.3,214.97,-0.37,-67.2
2026-07-27 13:06:58.085,-0.5,-0.75,0.23,131.23,39.31,-200.68
2026-07-27 13:06:58.148,-0.41,-0.49,0.26,55.48,66.77,-178.83
2026-07-27 13:06:58.149,-0.41,-0.49,0.26,55.48,66.77,-178.83
2026-07-27 13:06:58.149,-0.36,-0.6,0.31,-1.83,78.43,-84.11
2026-07-27 13:06:58.205,-0.36,-0.6,0.31,-1.83,78.43,-84.11
2026-07-27 13:06:58.205,-0.38,-0.88,0.31,-7.93,96.56,-2.38
2026-07-27 13:06:58.208,-0.38,-0.88,0.31,-7.93,96.56,-2.38
2026-07-27 13:06:58.266,-0.39,-1.08,0.24,-20.39,90.58,22.52
2026-07-27 13:06:58.267,-0.39,-1.01,0.1,-69.7,42.48,-13.73
2026-07-27 13:06:58.324,-0.39,-1.01,0.1,-69.7,42.48,-13.73
2026-07-27 13:06:58.324,-0.41,-0.84,-0.04,-86.67,-9.64,-48.65
2026-07-27 13:06:58.325,-0.41,-0.84,-0.04,-86.67,-9.64,-48.65
2026-07-27 13:06:58.384,-0.46,-0.74,-0.03,-39.43,-24.9,-47.0
2026-07-27 13:06:58.385,-0.46,-0.74,-0.03,-39.43,-24.9,-47.0
2026-07-27 13:06:58.444,-0.52,-0.78,0.12,52.92,-0.79,-31.13
2026-07-27 13:06:58.445,-0.52,-0.78,0.12,52.92,-0.79,-31.13
2026-07-27 13:06:58.445,-0.55,-0.89,0.33,162.9,42.11,-36.38
2026-07-27 13:06:58.504,-0.56,-0.83,0.49,277.1,101.68,-80.2
2026-07-27 13:06:58.505,-0.56,-0.83,0.49,277.1,101.68,-80.2
2026-07-27 13:06:58.567,-0.53,-0.59,0.59,353.88,164.73,-130.92
2026-07-27 13:06:58.567,-0.53,-0.59,0.59,353.88,164.73,-130.92
2026-07-27 13:06:58.627,-0.5,-0.37,0.62,328.74,177.8,-130.31
2026-07-27 13:06:58.627,-0.5,-0.37,0.62,204.9,124.76,-68.6
2026-07-27 13:06:58.627,-0.47,-0.33,0.64,204.9,124.76,-68.6
2026-07-27 13:06:58.627,-0.43,-0.43,0.7,72.14,55.91,-2.87
2026-07-27 13:06:58.687,-0.43,-0.43,0.7,72.14,55.91,-2.87
2026-07-27 13:06:58.687,-0.41,-0.55,0.76,8.91,16.42,20.45
2026-07-27 13:06:58.687,-0.41,-0.55,0.76,8.91,16.42,20.45
2026-07-27 13:06:58.756,-0.36,-0.64,0.82,6.77,7.63,7.57
2026-07-27 13:06:58.756,-0.36,-0.64,0.82,6.77,7.63,7.57
2026-07-27 13:06:58.804,-0.25,-0.68,0.91,22.34,11.84,-13.0
2026-07-27 13:06:58.805,-0.12,-0.67,0.95,22.34,5.49,-12.02
2026-07-27 13:06:58.864,-0.12,-0.67,0.95,22.34,5.49,-12.02
2026-07-27 13:06:58.864,-0.06,-0.71,0.88,-13.0,-34.73,16.24
2026-07-27 13:06:58.865,-0.06,-0.71,0.88,-13.0,-34.73,16.24
2026-07-27 13:06:58.984,-0.09,-0.78,0.74,-59.69,-86.85,42.72
2026-07-27 13:06:58.984,-0.09,-0.78,0.74,-59.69,-86.85,42.72
2026-07-27 13:06:58.984,-0.15,-0.75,0.67,-74.28,-104.68,41.02
2026-07-27 13:06:58.985,-0.15,-0.75,0.67,-58.96,-87.77,23.19
2026-07-27 13:06:58.985,-0.2,-0.64,0.72,-58.96,-87.77,23.19
2026-07-27 13:06:58.986,-0.21,-0.57,0.79,-46.02,-69.21,18.37
2026-07-27 13:06:59.044,-0.21,-0.57,0.79,-46.02,-69.21,18.37
2026-07-27 13:06:59.046,-0.23,-0.56,0.82,-43.82,-65.25,27.65
2026-07-27 13:06:59.106,-0.23,-0.56,0.82,-43.82,-65.25,27.65
2026-07-27 13:06:59.106,-0.27,-0.57,0.79,-39.79,-68.54,33.45
2026-07-27 13:06:59.106,-0.27,-0.57,0.79,-30.82,-70.68,32.41
2026-07-27 13:06:59.166,-0.31,-0.55,0.73,-30.82,-70.68,32.41
2026-07-27 13:06:59.166,-0.33,-0.52,0.66,-23.19,-70.07,33.45
2026-07-27 13:06:59.167,-0.33,-0.52,0.66,-23.19,-70.07,33.45
2026-07-27 13:06:59.285,-0.33,-0.53,0.59,-22.95,-71.23,46.39
2026-07-27 13:06:59.286,-0.33,-0.53,0.59,-22.95,-71.23,46.39
2026-07-27 13:06:59.344,-0.3,-0.59,0.54,-30.33,-76.97,74.04
2026-07-27 13:06:59.345,-0.3,-0.59,0.54,-30.33,-76.97,74.04
2026-07-27 13:06:59.346,-0.24,-0.66,0.48,-35.22,-81.73,100.95
2026-07-27 13:06:59.346,-0.19,-0.66,0.45,-24.41,-73.18,107.48
2026-07-27 13:06:59.346,-0.19,-0.66,0.45,-24.41,-73.18,107.48
2026-07-27 13:06:59.405,-0.15,-0.58,0.45,7.81,-48.58,91.43
2026-07-27 13:06:59.405,-0.15,-0.58,0.45,7.81,-48.58,91.43
2026-07-27 13:06:59.406,-0.14,-0.46,0.52,49.13,-25.45,63.35
2026-07-27 13:06:59.466,-0.14,-0.46,0.52,49.13,-25.45,63.35
2026-07-27 13:06:59.466,-0.16,-0.36,0.64,74.1,-17.7,39.49
2026-07-27 13:06:59.466,-0.22,-0.34,0.81,75.07,-14.34,39.73
2026-07-27 13:06:59.524,-0.22,-0.34,0.81,75.07,-14.34,39.73
2026-07-27 13:06:59.524,-0.3,-0.37,0.95,64.82,-9.16,59.57
2026-07-27 13:06:59.524,-0.3,-0.37,0.95,64.82,-9.16,59.57
2026-07-27 13:06:59.584,-0.36,-0.41,1.07,49.44,-9.28,78.55
2026-07-27 13:06:59.584,-0.36,-0.41,1.07,49.44,-9.28,78.55
2026-07-27 13:06:59.647,-0.37,-0.48,1.16,27.77,-17.94,89.23
2026-07-27 13:06:59.653,-0.37,-0.48,1.16,27.77,-17.94,89.23
2026-07-27 13:06:59.654,-0.37,-0.48,1.16,27.77,-17.94,89.23
2026-07-27 13:06:59.704,-0.37,-0.48,1.16,27.77,-17.94,89.23
2026-07-27 13:06:59.704,-0.33,-0.28,0.98,17.21,-42.72,41.02
2026-07-27 13:06:59.705,-0.33,-0.28,0.98,26.92,-42.24,8.42
2026-07-27 13:06:59.764,-0.36,-0.15,0.89,26.92,-42.24,8.42
2026-07-27 13:06:59.765,-0.38,-0.13,0.91,19.04,-35.46,6.96
2026-07-27 13:06:59.765,-0.38,-0.13,0.91,19.04,-35.46,6.96
2026-07-27 13:06:59.826,-0.35,-0.18,0.99,-6.77,-31.31,26.12
2026-07-27 13:06:59.826,-0.35,-0.18,0.99,-6.77,-31.31,26.12
2026-07-27 13:06:59.884,-0.35,-0.26,1.02,-38.7,-38.51,46.51
2026-07-27 13:06:59.884,-0.35,-0.26,1.02,-38.7,-38.51,46.51
2026-07-27 13:06:59.884,-0.35,-0.32,0.97,-54.44,-49.26,54.63
2026-07-27 13:06:59.948,-0.35,-0.31,0.91,-37.84,-42.36,39.92
2026-07-27 13:06:59.948,-0.35,-0.31,0.91,-37.84,-42.36,39.92
2026-07-27 13:07:00.064,-0.34,-0.28,0.89,-9.89,-22.34,15.08
2026-07-27 13:07:00.065,-0.34,-0.28,0.89,-9.89,-22.34,15.08
2026-07-27 13:07:00.123,-0.32,-0.25,0.89,3.54,-11.35,2.26
2026-07-27 13:07:00.124,-0.32,-0.25,0.89,3.54,-11.35,2.26
2026-07-27 13:07:00.124,-0.29,-0.24,0.87,0.73,-12.76,3.48
2026-07-27 13:07:00.124,-0.29,-0.24,0.87,0.73,-12.76,3.48
2026-07-27 13:07:00.125,-0.25,-0.24,0.87,-9.4,-13.37,9.83
2026-07-27 13:07:00.127,-0.19,-0.27,0.9,-19.78,-9.28,17.76
2026-07-27 13:07:00.128,-0.19,-0.27,0.9,-19.78,-9.28,17.76
2026-07-27 13:07:00.244,-0.11,-0.32,0.92,-31.13,-9.89,26.12
2026-07-27 13:07:00.245,-0.11,-0.32,0.92,-31.13,-9.89,26.12
2026-07-27 13:07:00.246,-0.09,-0.39,0.93,-41.56,-17.7,26.06
2026-07-27 13:07:00.483,-0.09,-0.39,0.93,-41.32,-21.48,9.7
2026-07-27 13:07:00.503,-0.15,-0.44,0.97,-41.32,-21.48,9.7
2026-07-27 13:07:00.504,-0.16,-0.43,1.0,-30.52,-13.49,-12.33
2026-07-27 13:07:00.505,-0.16,-0.43,1.0,-30.52,-13.49,-12.33
2026-07-27 13:07:00.505,-0.07,-0.41,0.94,-17.46,-4.94,-20.02
2026-07-27 13:07:00.505,-0.07,-0.41,0.94,-17.46,-4.94,-20.02
2026-07-27 13:07:00.509,0.02,-0.49,0.8,-12.63,-13.73,1.04
2026-07-27 13:07:00.509,0.02,-0.49,0.8,-12.63,-13.73,1.04
2026-07-27 13:07:00.509,0.06,-0.63,0.7,-20.69,-30.46,36.13
2026-07-27 13:07:00.510,0.08,-0.66,0.71,-26.73,-30.58,48.22
2026-07-27 13:07:00.510,0.08,-0.66,0.71,-26.73,-30.58,48.22
2026-07-27 13:07:00.510,0.06,-0.59,0.74,-23.5,-20.26,35.77
2026-07-27 13:07:00.511,0.06,-0.59,0.74,-23.5,-20.26,35.77
2026-07-27 13:07:00.545,0.01,-0.5,0.74,-19.35,-18.43,24.72
2026-07-27 13:07:00.604,0.01,-0.5,0.74,-19.35,-18.43,24.72
2026-07-27 13:07:00.669,-0.03,-0.45,0.72,-14.53,-21.73,22.46
2026-07-27 13:07:00.669,-0.04,-0.43,0.74,-5.8,-21.0,25.94
2026-07-27 13:07:00.670,-0.04,-0.43,0.74,-5.8,-21.0,25.94
2026-07-27 13:07:00.670,-0.06,-0.43,0.79,5.92,-17.76,33.02
2026-07-27 13:07:00.670,-0.06,-0.43,0.79,5.92,-17.76,33.02
2026-07-27 13:07:00.723,-0.09,-0.44,0.84,16.11,-17.21,41.26
2026-07-27 13:07:00.724,-0.09,-0.44,0.84,16.11,-17.21,41.26
2026-07-27 13:07:00.724,-0.13,-0.43,0.87,20.08,-19.23,49.74
2026-07-27 13:07:00.784,-0.13,-0.43,0.87,20.08,-19.23,49.74
2026-07-27 13:07:00.785,-0.19,-0.4,0.88,20.02,-19.04,52.98
2026-07-27 13:07:00.843,-0.31,-0.39,0.89,13.49,-8.91,49.5
2026-07-27 13:07:00.844,-0.31,-0.39,0.89,13.49,-8.91,49.5
2026-07-27 13:07:00.844,-0.39,-0.44,0.96,-7.39,15.38,43.88
2026-07-27 13:07:00.906,-0.39,-0.44,0.96,-7.39,15.38,43.88
2026-07-27 13:07:00.906,-0.36,-0.46,1.02,-29.17,38.82,33.45
2026-07-27 13:07:00.906,-0.36,-0.46,1.02,-29.17,38.82,33.45
2026-07-27 13:07:00.964,-0.26,-0.42,1.0,-36.68,38.76,21.24
2026-07-27 13:07:00.964,-0.18,-0.41,0.92,-36.19,11.05,18.25
2026-07-27 13:07:00.965,-0.18,-0.41,0.92,-36.19,11.05,18.25
2026-07-27 13:07:01.028,-0.19,-0.44,0.83,-33.08,-21.67,18.98
2026-07-27 13:07:01.028,-0.19,-0.44,0.83,-33.08,-21.67,18.98
2026-07-27 13:07:01.083,-0.26,-0.46,0.79,-29.24,-27.34,9.7
2026-07-27 13:07:01.084,-0.26,-0.46,0.79,-29.24,-27.34,9.7
2026-07-27 13:07:01.084,-0.35,-0.46,0.83,-19.71,-1.53,-6.59
2026-07-27 13:07:01.145,-0.35,-0.46,0.83,-19.71,-1.53,-6.59
2026-07-27 13:07:01.146,-0.43,-0.44,0.9,4.03,32.78,-6.77
2026-07-27 13:07:01.204,-0.47,-0.39,0.92,36.19,41.99,16.66
2026-07-27 13:07:01.204,-0.47,-0.39,0.92,36.19,41.99,16.66
2026-07-27 13:07:01.204,-0.49,-0.34,0.89,55.6,16.85,33.02
2026-07-27 13:07:01.268,-0.49,-0.34,0.89,55.6,16.85,33.02
2026-07-27 13:07:01.324,-0.5,-0.3,0.83,44.62,-15.38,30.82
2026-07-27 13:07:01.324,-0.5,-0.3,0.83,44.62,-15.38,30.82
2026-07-27 13:07:01.324,-0.46,-0.28,0.77,11.78,-34.06,29.66
2026-07-27 13:07:01.325,-0.38,-0.32,0.73,-17.52,-34.42,32.23
2026-07-27 13:07:01.325,-0.38,-0.32,0.73,-17.52,-34.42,32.23
2026-07-27 13:07:01.384,-0.31,-0.4,0.74,-32.65,-20.81,31.07
2026-07-27 13:07:01.385,-0.31,-0.4,0.74,-32.65,-20.81,31.07
2026-07-27 13:07:01.444,-0.3,-0.51,0.8,-39.73,-4.64,23.56
2026-07-27 13:07:01.444,-0.3,-0.51,0.8,-39.73,-4.64,23.56
2026-07-27 13:07:01.445,-0.3,-0.59,0.86,-39.98,8.61,6.96
2026-07-27 13:07:01.509,-0.3,-0.59,0.86,-39.98,8.61,6.96
2026-07-27 13:07:01.509,-0.3,-0.59,0.86,-39.98,8.61,6.96
2026-07-27 13:07:01.510,-0.3,-0.59,0.86,-39.98,8.61,6.96
2026-07-27 13:07:01.567,-0.22,-0.66,0.86,-33.51,11.11,-30.46
2026-07-27 13:07:01.567,-0.22,-0.66,0.86,-33.51,11.11,-30.46
2026-07-27 13:07:01.569,-0.18,-0.75,0.75,-31.19,-4.82,-39.92
2026-07-27 13:07:01.640,-0.17,-0.95,0.62,-37.05,-17.64,-39.0
2026-07-27 13:07:01.640,-0.17,-0.95,0.62,-37.05,-17.64,-39.0
2026-07-27 13:07:01.686,-0.12,-0.94,0.56,-43.33,-12.08,-45.04
2026-07-27 13:07:01.686,-0.12,-0.94,0.56,-43.33,-12.08,-45.04
2026-07-27 13:07:01.687,-0.07,-0.66,0.55,-22.95,8.48,-70.37
2026-07-27 13:07:01.744,-0.07,-0.66,0.55,-22.95,8.48,-70.37
2026-07-27 13:07:01.744,-0.07,-0.44,0.54,-0.31,15.81,-80.81
2026-07-27 13:07:01.745,-0.07,-0.44,0.54,-0.85,5.0,-60.36
2026-07-27 13:07:01.809,-0.12,-0.4,0.55,-0.85,5.0,-60.36
2026-07-27 13:07:01.810,-0.18,-0.42,0.61,-1.83,4.09,-36.93
2026-07-27 13:07:01.931,-0.18,-0.42,0.61,-1.83,4.09,-36.93
2026-07-27 13:07:01.932,-0.18,-0.43,0.68,11.78,15.26,-21.85
2026-07-27 13:07:01.933,-0.18,-0.43,0.68,11.78,15.26,-21.85
2026-07-27 13:07:01.933,-0.12,-0.42,0.71,26.98,14.71,-0.43
2026-07-27 13:07:01.933,-0.12,-0.42,0.71,26.98,14.71,-0.43
2026-07-27 13:07:01.933,-0.1,-0.44,0.71,32.47,-4.27,30.64
2026-07-27 13:07:01.985,-0.1,-0.44,0.71,32.47,-4.27,30.64
2026-07-27 13:07:01.985,-0.1,-0.44,0.71,32.47,-4.27,30.64
2026-07-27 13:07:01.985,-0.1,-0.44,0.71,32.47,-4.27,30.64
2026-07-27 13:07:02.224,-0.37,-0.72,0.87,29.72,-35.95,72.08
2026-07-27 13:07:02.224,-0.37,-0.72,0.87,29.72,-35.95,72.08
2026-07-27 13:07:02.225,-0.37,-0.72,0.87,29.72,-35.95,72.08
2026-07-27 13:07:02.226,-0.37,-0.72,0.87,29.72,-35.95,72.08
2026-07-27 13:07:02.228,-0.45,-0.93,0.96,25.33,-18.86,54.75
2026-07-27 13:07:02.229,-0.36,-0.86,0.85,26.31,-3.23,29.72
2026-07-27 13:07:02.229,-0.36,-0.86,0.85,26.31,-3.23,29.72
2026-07-27 13:07:02.230,-0.28,-0.77,0.73,22.64,9.22,6.16
2026-07-27 13:07:02.404,-0.28,-0.77,0.73,22.64,9.22,6.16
2026-07-27 13:07:02.404,-0.22,-0.65,0.67,13.98,24.66,-20.14
2026-07-27 13:07:02.404,-0.22,-0.65,0.67,13.98,24.66,-20.14
2026-07-27 13:07:02.404,-0.21,-0.53,0.68,7.87,45.96,-55.79
2026-07-27 13:07:02.465,-0.24,-0.44,0.74,6.59,67.26,-95.7
2026-07-27 13:07:02.481,-0.24,-0.44,0.74,6.59,67.26,-95.7
2026-07-27 13:07:02.482,-0.31,-0.41,0.81,-1.46,84.29,-132.14
2026-07-27 13:07:02.482,-0.31,-0.41,0.81,-1.46,84.29,-132.14
2026-07-27 13:07:02.482,-0.39,-0.38,0.9,-20.2,98.69,-158.45
2026-07-27 13:07:02.482,-0.39,-0.38,0.9,-20.2,98.69,-158.45
2026-07-27 13:07:02.644,-0.47,-0.32,0.96,-21.24,105.96,-169.43
2026-07-27 13:07:02.644,-0.51,-0.24,0.96,9.52,99.3,-164.31
2026-07-27 13:07:02.644,-0.51,-0.24,0.96,9.52,99.3,-164.31
2026-07-27 13:07:02.646,-0.5,-0.2,0.91,43.52,80.57,-138.49
2026-07-27 13:07:02.646,-0.5,-0.2,0.91,43.52,80.57,-138.49
2026-07-27 13:07:02.646,-0.43,-0.22,0.85,54.44,55.66,-95.4
2026-07-27 13:07:02.647,-0.43,-0.22,0.85,54.44,55.66,-95.4
2026-07-27 13:07:02.649,-0.31,-0.29,0.85,51.27,39.92,-57.19
2026-07-27 13:07:02.765,-0.17,-0.35,0.95,73.24,56.64,-53.96
2026-07-27 13:07:02.765,-0.17,-0.35,0.95,73.24,56.64,-53.96
2026-07-27 13:07:02.765,-0.12,-0.28,1.03,139.59,104.31,-89.84
2026-07-27 13:07:02.766,-0.12,-0.28,1.03,139.59,104.31,-89.84
2026-07-27 13:07:02.766,-0.12,-0.13,1.0,193.12,131.1,-111.15
2026-07-27 13:07:02.767,-0.12,-0.13,1.0,193.12,131.1,-111.15
2026-07-27 13:07:02.767,-0.08,-0.1,0.93,162.6,96.07,-62.38
2026-07-27 13:07:02.767,0.03,-0.28,0.9,80.51,34.18,24.9
2026-07-27 13:07:02.824,0.03,-0.28,0.9,80.51,34.18,24.9
2026-07-27 13:07:02.824,0.14,-0.54,0.87,17.03,-4.94,86.24
2026-07-27 13:07:02.886,0.14,-0.54,0.87,17.03,-4.94,86.24
2026-07-27 13:07:02.892,0.1,-0.68,0.81,-27.59,-8.36,88.26
2026-07-27 13:07:02.893,0.1,-0.68,0.81,-27.59,-8.36,88.26
2026-07-27 13:07:02.893,-0.09,-0.57,0.79,-75.38,13.61,33.14
2026-07-27 13:07:03.004,-0.09,-0.57,0.79,-75.38,13.61,33.14
2026-07-27 13:07:03.005,-0.29,-0.46,0.84,-133.24,31.37,-15.5
2026-07-27 13:07:03.008,-0.44,-0.66,0.9,-194.15,25.82,-9.16
2026-07-27 13:07:03.014,-0.44,-0.66,0.9,-194.15,25.82,-9.16
2026-07-27 13:07:03.065,-0.5,-1.03,0.89,-233.34,-14.65,23.86
2026-07-27 13:07:03.126,-0.5,-1.03,0.89,-233.34,-14.65,23.86
2026-07-27 13:07:03.126,-0.37,-1.16,0.85,-227.36,-65.25,42.97
2026-07-27 13:07:03.126,-0.37,-1.16,0.85,-227.36,-65.25,42.97
2026-07-27 13:07:03.127,-0.24,-1.02,0.8,-168.52,-66.47,16.48
2026-07-27 13:07:03.127,-0.33,-0.85,0.68,-75.68,-26.0,-61.95
2026-07-27 13:07:03.187,-0.33,-0.85,0.68,-75.68,-26.0,-61.95
2026-07-27 13:07:03.188,-0.51,-0.69,0.49,6.9,15.75,-148.44
2026-07-27 13:07:03.188,-0.51,-0.69,0.49,6.9,15.75,-148.44
2026-07-27 13:07:03.244,-0.58,-0.47,0.35,52.98,56.4,-196.17
2026-07-27 13:07:03.245,-0.58,-0.47,0.35,52.98,56.4,-196.17
2026-07-27 13:07:03.304,-0.54,-0.25,0.31,63.96,89.42,-186.71
2026-07-27 13:07:03.304,-0.48,-0.13,0.33,45.59,93.2,-126.71
2026-07-27 13:07:03.364,-0.48,-0.13,0.33,45.59,93.2,-126.71
2026-07-27 13:07:03.365,-0.45,-0.19,0.37,14.77,78.19,-45.96
2026-07-27 13:07:03.365,-0.45,-0.19,0.37,14.77,78.19,-45.96
2026-07-27 13:07:03.424,-0.47,-0.35,0.44,-4.52,77.15,23.56
2026-07-27 13:07:03.425,-0.47,-0.35,0.44,-4.52,77.15,23.56
2026-07-27 13:07:03.425,-0.48,-0.53,0.53,-9.64,91.8,73.06
2026-07-27 13:07:03.605,-0.49,-0.7,0.59,-15.44,99.55,108.64
2026-07-27 13:07:03.605,-0.49,-0.7,0.59,-15.44,99.55,108.64
2026-07-27 13:07:03.606,-0.5,-0.87,0.64,-24.48,94.12,132.69
2026-07-27 13:07:03.606,-0.5,-0.87,0.64,-24.48,94.12,132.69
2026-07-27 13:07:03.607,-0.52,-1.05,0.68,-31.13,82.7,142.88
2026-07-27 13:07:03.607,-0.52,-1.05,0.68,-31.13,82.7,142.88
2026-07-27 13:07:03.607,-0.48,-1.16,0.71,-31.43,71.23,138.18
2026-07-27 13:07:03.607,-0.42,-1.2,0.73,-17.46,67.08,112.18
2026-07-27 13:07:03.664,-0.42,-1.2,0.73,-17.46,67.08,112.18
2026-07-27 13:07:03.665,-0.44,-1.17,0.74,13.0,75.13,58.59
2026-07-27 13:07:03.667,-0.44,-1.17,0.74,13.0,75.13,58.59
2026-07-27 13:07:04.023,-0.34,-1.04,0.75,48.95,89.17,2.62
2026-07-27 13:07:04.035,-0.34,-1.04,0.75,48.95,89.17,2.62
2026-07-27 13:07:04.039,-0.2,-0.86,0.74,70.92,82.34,-32.78
2026-07-27 13:07:04.039,-0.2,-0.86,0.74,70.92,82.34,-32.78
2026-07-27 13:07:04.039,-0.22,-0.79,0.69,60.67,27.53,-49.56
2026-07-27 13:07:04.040,-0.4,-0.87,0.63,18.8,-57.68,-50.42
2026-07-27 13:07:04.040,-0.4,-0.87,0.63,18.8,-57.68,-50.42
2026-07-27 13:07:04.040,-0.54,-0.97,0.64,-28.69,-125.37,-50.29
2026-07-27 13:07:04.041,-0.54,-0.97,0.64,-28.69,-125.37,-50.29
2026-07-27 13:07:04.041,-0.6,-0.98,0.67,-49.99,-149.72,-70.92
2026-07-27 13:07:04.041,-0.6,-0.98,0.67,-49.99,-149.72,-70.92
2026-07-27 13:07:04.042,-0.62,-0.9,0.67,-37.48,-139.71,-109.56
2026-07-27 13:07:04.042,-0.65,-0.78,0.63,-5.68,-112.3,-135.8
2026-07-27 13:07:04.042,-0.65,-0.78,0.63,-5.68,-112.3,-135.8
2026-07-27 13:07:04.043,-0.65,-0.63,0.54,24.23,-83.68,-127.99
2026-07-27 13:07:04.043,-0.65,-0.63,0.54,24.23,-83.68,-127.99
2026-07-27 13:07:04.144,-0.61,-0.5,0.44,31.62,-70.25,-97.41
2026-07-27 13:07:04.145,-0.61,-0.5,0.44,31.62,-70.25,-97.41
2026-07-27 13:07:04.145,-0.55,-0.41,0.34,19.29,-65.98,-70.01
2026-07-27 13:07:04.145,-0.53,-0.37,0.28,3.36,-50.29,-57.01
2026-07-27 13:07:04.146,-0.53,-0.37,0.28,3.36,-50.29,-57.01
2026-07-27 13:07:04.385,-0.6,-0.42,0.29,-11.41,-13.73,-52.0
2026-07-27 13:07:04.385,-0.6,-0.42,0.29,-11.41,-13.73,-52.0
2026-07-27 13:07:05.224,-0.73,-0.47,0.39,-16.97,46.75,-48.22
2026-07-27 13:07:05.225,-0.69,-0.42,0.56,-1.16,129.7,-43.21
2026-07-27 13:07:05.225,-0.69,-0.42,0.56,-1.16,129.7,-43.21
2026-07-27 13:07:05.225,-0.46,-0.34,0.73,30.03,202.88,-27.53
2026-07-27 13:07:05.225,-0.46,-0.34,0.73,30.03,202.88,-27.53
2026-07-27 13:07:05.225,-0.3,-0.46,0.73,47.36,210.51,12.08
2026-07-27 13:07:05.226,-0.3,-0.46,0.73,47.36,210.51,12.08
2026-07-27 13:07:05.227,-0.35,-0.76,0.63,20.02,150.76,65.12
2026-07-27 13:07:05.227,-0.35,-0.76,0.63,-23.68,98.94,93.2
2026-07-27 13:07:05.228,-0.46,-0.99,0.62,-23.68,98.94,93.2
2026-07-27 13:07:05.230,-0.43,-1.01,0.71,-17.15,111.82,77.94
2026-07-27 13:07:05.231,-0.43,-1.01,0.71,-17.15,111.82,77.94
2026-07-27 13:07:05.231,-0.29,-0.91,0.8,36.93,151.98,41.63
2026-07-27 13:07:05.231,-0.29,-0.91,0.8,36.93,151.98,41.63
2026-07-27 13:07:05.231,-0.2,-0.83,0.8,72.27,147.52,19.9
2026-07-27 13:07:05.231,-0.2,-0.83,0.8,72.27,147.52,19.9
2026-07-27 13:07:05.231,-0.2,-0.84,0.79,62.01,90.82,22.95
2026-07-27 13:07:05.232,-0.29,-0.86,0.86,58.53,26.25,35.4
2026-07-27 13:07:05.233,-0.29,-0.86,0.86,58.53,26.25,35.4
2026-07-27 13:07:05.233,-0.37,-0.79,1.03,116.7,-33.02,51.64
2026-07-27 13:07:05.235,-0.37,-0.79,1.03,116.7,-33.02,51.64
2026-07-27 13:07:05.235,-0.43,-0.65,1.24,197.2,-91.37,65.19
2026-07-27 13:07:05.235,-0.43,-0.65,1.24,197.2,-91.37,65.19
2026-07-27 13:07:05.240,-0.55,-0.5,1.38,235.53,-132.2,64.27
2026-07-27 13:07:05.241,-0.73,-0.37,1.34,237.3,-147.58,53.77
2026-07-27 13:07:05.241,-0.73,-0.37,1.34,237.3,-147.58,53.77
2026-07-27 13:07:05.241,-0.77,-0.2,1.11,221.74,-142.09,35.95
2026-07-27 13:07:05.242,-0.77,-0.2,1.11,221.74,-142.09,35.95
2026-07-27 13:07:05.242,-0.62,-0.01,0.65,194.27,-114.75,17.82
2026-07-27 13:07:05.242,-0.62,-0.01,0.65,194.27,-114.75,17.82
